#﻿MIN=0	-90	-90	-90
#MAX=113.137084989848	90	90	90
#SCALE=113.137084989848	45	45	45
#DEC=2	1	1	1
#DEF="Tiempo" t / s	"Angulo" &a_A1 / °	"Angulo" &a_B1 / °	"Angulo" &a_A1 / °
0	11.7	0.36	0
0.049	12.06	0.54	0
0.099	12.42	0.54	0
0.153	12.6	0.54	0
0.204	12.78	0.54	0
0.255	12.78	0.54	0
0.305	12.78	0.54	0
0.354	12.78	0.54	0
0.405	12.78	0.54	0
0.457	12.78	0.54	0
0.506	12.6	0.54	0
0.555	12.6	0.36	0
0.602	12.42	0.36	0
0.654	12.42	0.36	0
0.703	12.24	0.36	0
0.752	12.24	0.18	0
0.802	12.24	0.18	0
0.852	12.24	0.18	0
0.904	12.06	0.18	0
0.956	12.06	0.18	0
1.007	11.88	0.18	0
1.059	11.88	0.36	0
1.11	12.06	0.36	0
1.161	12.06	0.36	0
1.214	12.24	0.36	0
1.264	12.42	0.36	0
1.315	12.42	0.36	0
1.367	12.42	0.36	0
1.417	12.42	0.36	0
1.469	12.42	0.36	0
1.52	12.42	0.36	0
1.57	12.42	0.36	0
1.62	12.42	0.36	0
1.673	12.42	0.36	0
1.723	12.42	0.36	0
1.772	12.6	0.36	-0.36
1.827	12.6	0.36	-1.26
1.882	12.78	0.36	-2.16
1.938	12.78	0.36	-3.06
1.993	12.78	0.36	-4.5
2.048	12.78	0.36	-6.12
2.104	12.78	0.36	-7.74
2.158	12.78	0.36	-9.36
2.212	12.78	0.36	-10.98
2.266	12.78	0.36	-12.42
2.319	12.96	0.36	-13.86
2.371	12.96	0.36	-15.3
2.425	12.96	0.36	-16.56
2.476	12.96	0.36	-17.82
2.531	12.96	0.18	-18.9
2.588	12.78	0.18	-19.44
2.642	12.6	0.18	-19.98
2.696	12.42	0.18	-20.34
2.753	12.24	0.18	-20.34
2.809	12.24	0.18	-20.52
2.865	12.42	0.18	-20.34
2.919	12.6	0.18	-20.16
2.973	12.6	0.18	-19.98
3.026	12.6	0.18	-19.98
3.077	12.6	0.18	-19.98
3.13	12.42	0.18	-19.98
3.181	12.42	0.18	-19.62
3.236	12.42	0.36	-19.44
3.286	12.42	0.36	-19.08
3.339	12.6	0.36	-18.9
3.391	12.78	0.36	-18.9
3.445	12.96	0.36	-18.9
3.496	13.14	0.36	-18.9
3.547	13.32	0.36	-19.08
3.598	13.32	0.36	-19.26
3.654	13.14	0.36	-19.44
3.709	13.14	0.36	-19.62
3.763	12.96	0.36	-19.98
3.816	12.96	0.36	-20.16
3.869	12.96	0.36	-20.16
3.921	12.96	0.36	-20.16
3.975	13.14	0.36	-19.98
4.026	13.14	0.36	-19.98
4.079	13.32	0.36	-19.98
4.13	13.32	0.36	-20.16
4.185	13.5	0.36	-20.34
4.239	13.68	0.36	-20.52
4.296	13.86	0.36	-20.7
4.348	13.68	0.36	-20.7
4.403	11.52	0.36	-18.18
4.456	7.2	0.36	-12.6
4.512	1.44	0.36	-5.04
4.565	-4.5	0.36	3.78
4.62	-9.54	0.18	11.52
4.673	-12.96	-0.18	17.64
4.73	-13.68	-0.54	20.52
4.787	-11.34	-0.9	19.62
4.844	-6.84	-1.26	15.12
4.899	-1.08	-1.44	8.46
4.956	5.04	-1.62	0
5.009	9.9	-1.62	-8.28
5.065	12.6	-1.44	-15.12
5.122	12.96	-1.08	-19.62
5.177	10.44	-0.54	-20.7
5.233	5.76	0	-18.36
5.286	0.18	0.36	-12.96
5.34	-5.4	0.9	-5.04
5.396	-10.08	1.08	3.6
5.449	-12.42	1.26	11.34
5.504	-12.42	1.26	17.46
5.56	-9.9	0.9	20.34
5.613	-5.4	0.54	19.98
5.666	0	0.18	16.74
5.717	5.22	-0.18	10.62
5.77	9.72	-0.72	3.06
5.822	12.24	-0.9	-5.22
5.879	12.78	-1.08	-12.96
5.936	10.26	-1.08	-18.54
5.995	5.58	-1.08	-20.52
6.051	-0.36	-0.9	-18.72
6.11	-6.3	-0.72	-13.5
6.169	-10.8	-0.54	-5.22
6.228	-12.96	-0.36	3.78
6.284	-12.42	-0.36	11.7
6.34	-9.36	-0.36	17.28
6.395	-4.14	-0.36	20.16
6.453	2.16	-0.36	19.26
6.51	7.74	-0.36	15.12
6.563	11.52	-0.18	8.82
6.615	13.14	0	1.26
6.667	12.42	0.18	-6.48
6.721	9.36	0.36	-13.68
6.774	4.68	0.72	-18.36
6.828	-0.9	0.9	-20.16
6.885	-6.66	0.9	-18.54
6.94	-10.62	0.72	-13.68
6.997	-12.6	0.54	-5.94
7.055	-11.7	0	2.34
7.108	-8.64	-0.54	10.44
7.166	-3.6	-1.08	16.74
7.224	2.34	-1.62	19.8
7.279	7.56	-1.8	19.26
7.336	10.98	-1.98	15.3
7.392	12.06	-1.8	8.64
7.448	10.62	-1.44	0.72
7.501	7.2	-0.9	-7.02
7.556	2.16	-0.36	-14.04
7.612	-3.24	0.36	-18.72
7.668	-8.1	0.9	-19.98
7.725	-11.34	1.26	-17.82
7.781	-12.06	1.44	-12.6
7.837	-10.26	1.26	-5.22
7.892	-6.3	1.08	3.6
7.947	-1.26	0.54	10.98
8	4.14	0.18	16.38
8.052	8.64	-0.36	19.62
8.106	11.52	-0.72	19.62
8.159	12.42	-0.9	16.2
8.214	10.8	-1.08	10.44
8.267	7.02	-1.08	2.52
8.323	1.8	-0.9	-5.76
8.379	-3.78	-0.72	-13.14
8.438	-8.82	-0.54	-18.36
8.499	-11.88	-0.36	-19.98
8.557	-12.24	-0.36	-17.64
8.615	-9.72	-0.36	-11.88
8.675	-5.04	-0.36	-4.14
8.732	0.54	-0.54	4.14
8.785	5.58	-0.72	11.52
8.839	9.72	-0.72	17.1
8.893	12.06	-0.54	19.62
8.948	11.88	-0.36	19.08
9.003	9.36	0	15.66
9.053	5.58	0.36	9.72
9.105	0.54	0.54	2.7
9.156	-4.32	0.9	-5.4
9.211	-8.82	1.08	-12.6
9.267	-11.34	1.08	-17.82
9.324	-11.52	0.72	-19.62
9.38	-9.18	0.36	-18.18
9.436	-5.04	-0.18	-13.32
9.494	0.36	-0.72	-6.3
9.548	5.4	-1.26	1.98
9.603	9.36	-1.62	9.54
9.658	11.34	-1.8	15.66
9.713	10.98	-1.8	19.08
9.768	8.46	-1.62	19.26
9.821	4.32	-1.26	16.02
9.877	-0.9	-0.72	9.9
9.933	-5.94	0	2.52
9.986	-9.54	0.36	-5.22
10.041	-11.52	0.72	-12.24
10.096	-10.98	1.08	-17.28
10.149	-8.46	1.08	-19.44
10.204	-4.14	1.08	-18.36
10.26	1.44	0.72	-14.4
10.312	6.12	0.54	-8.28
10.365	9.9	0.18	-0.36
10.42	11.88	-0.18	7.56
10.473	11.52	-0.54	14.22
10.529	9	-0.72	18.36
10.585	4.5	-0.72	19.44
10.639	-0.72	-0.72	17.1
10.694	-5.94	-0.72	11.7
10.75	-9.9	-0.72	4.14
10.808	-11.88	-0.54	-4.5
10.869	-11.34	-0.54	-11.88
10.926	-7.92	-0.54	-17.46
10.985	-2.7	-0.72	-19.44
11.046	2.88	-0.72	-17.82
11.103	7.74	-0.72	-12.78
11.161	10.8	-0.72	-5.58
11.216	11.7	-0.54	2.34
11.269	10.26	-0.18	9.72
11.323	6.66	0	15.48
11.375	2.16	0.36	18.72
11.426	-2.52	0.72	19.08
11.482	-7.2	0.9	16.2
11.537	-10.26	0.9	10.62
11.591	-11.34	0.9	3.42
11.644	-10.08	0.72	-4.5
11.702	-6.66	0.36	-11.7
11.756	-1.8	-0.18	-17.46
11.818	3.78	-0.54	-19.44
11.874	8.1	-1.08	-18
11.93	10.8	-1.26	-13.32
11.987	11.16	-1.44	-6.3
12.043	9.18	-1.44	1.62
12.096	5.4	-1.44	9
12.15	0.54	-1.08	14.94
12.203	-4.32	-0.72	18.54
12.258	-8.64	-0.36	18.9
12.315	-11.16	0	16.2
12.366	-11.52	0.36	10.8
12.419	-9.54	0.54	3.6
12.474	-5.76	0.54	-4.14
12.53	-0.72	0.54	-11.34
12.585	4.68	0.54	-16.56
12.64	8.64	0.54	-18.9
12.69	11.16	0.36	-18.54
12.744	11.88	0.18	-15.3
12.795	10.26	0.18	-9.54
12.85	6.84	0	-2.52
12.899	2.34	0	5.04
12.951	-2.52	-0.18	12.24
13.008	-7.38	-0.36	17.1
13.065	-10.8	-0.54	18.9
13.124	-11.7	-0.72	17.1
13.182	-9.9	-0.9	11.88
13.239	-6.3	-0.9	5.22
13.294	-1.08	-1.08	-3.24
13.356	4.5	-1.08	-10.98
13.415	8.82	-1.08	-16.56
13.47	10.98	-0.9	-19.08
13.527	10.98	-0.54	-18.18
13.583	8.64	-0.18	-14.04
13.639	4.5	0.18	-7.56
13.695	-0.72	0.54	0.54
13.749	-5.22	0.9	7.92
13.802	-8.82	1.08	14.04
13.857	-10.8	1.08	18.18
13.913	-10.44	0.9	18.9
13.966	-7.92	0.54	16.56
14.021	-3.96	0.18	11.52
14.075	0.72	-0.18	4.5
14.129	5.4	-0.54	-3.24
14.186	9.18	-0.9	-10.62
14.242	10.8	-1.08	-16.2
14.298	10.26	-1.26	-18.9
14.354	7.56	-1.26	-18.36
14.41	3.24	-1.08	-14.58
14.466	-1.8	-0.9	-7.74
14.525	-6.66	-0.54	0.54
14.582	-10.08	-0.36	8.46
14.64	-11.16	-0.18	14.76
14.697	-9.72	0	18.18
14.752	-6.66	0	18.72
14.805	-2.16	0	16.02
14.859	2.7	0	10.98
14.91	7.02	0	4.5
14.961	9.9	0.18	-2.7
15.012	11.16	0.18	-9.72
15.068	10.44	0.36	-15.3
15.12	7.74	0.36	-18.54
15.174	3.6	0.36	-18.54
15.226	-1.08	0.36	-15.66
15.283	-5.76	0.36	-9.9
15.34	-9.36	0.18	-1.98
15.396	-10.8	-0.18	5.94
15.452	-10.08	-0.54	12.78
15.507	-7.2	-0.9	17.28
15.564	-2.88	-1.26	18.72
15.619	1.98	-1.44	16.92
15.674	6.3	-1.62	12.24
15.728	9.18	-1.44	5.58
15.784	10.44	-1.26	-2.16
15.84	9.36	-0.9	-9.72
15.898	6.3	-0.36	-15.48
15.954	1.8	0.18	-18.54
16.009	-2.88	0.54	-18.36
16.065	-6.84	1.08	-14.76
16.123	-9.54	1.26	-8.64
16.176	-10.08	1.26	-1.26
16.232	-8.64	1.08	6.12
16.282	-5.58	0.72	12.6
16.336	-1.44	0.18	17.1
16.39	3.24	-0.18	18.72
16.446	7.2	-0.54	17.1
16.504	9.9	-0.9	12.6
16.556	10.26	-1.08	6.12
16.61	8.82	-1.08	-1.26
16.663	5.58	-1.08	-8.82
16.72	1.08	-0.9	-14.94
16.776	-3.6	-0.72	-18.36
16.835	-7.74	-0.54	-18.54
16.891	-10.08	-0.36	-15.12
16.949	-10.26	-0.18	-8.82
17.008	-8.1	-0.18	-1.08
17.065	-4.32	-0.18	7.02
17.121	0.54	-0.36	13.32
17.175	4.86	-0.36	17.28
17.229	8.28	-0.36	18.72
17.281	10.08	-0.18	16.92
17.336	10.08	0	12.78
17.386	8.46	0.18	6.48
17.438	5.04	0.36	-0.54
17.492	0.72	0.54	-7.74
17.544	-3.6	0.72	-14.22
17.604	-7.56	0.72	-17.82
17.658	-9.54	0.54	-18.36
17.715	-9.72	0.36	-15.66
17.773	-7.74	-0.18	-9.9
17.83	-4.14	-0.72	-2.16
17.889	0.54	-1.08	5.94
17.944	4.86	-1.44	12.06
17.997	7.92	-1.62	16.74
18.052	9.54	-1.62	18.36
18.106	9.18	-1.62	17.1
18.159	7.2	-1.26	13.14
18.209	3.78	-0.9	7.2
18.262	-0.18	-0.18	-0.54
18.322	-4.86	0.36	-7.74
18.376	-7.92	0.72	-13.86
18.429	-9.54	1.08	-17.46
18.485	-9.18	1.08	-18.36
18.542	-6.66	1.08	-15.84
18.596	-2.88	0.9	-10.62
18.654	1.62	0.54	-3.6
18.71	5.76	0.18	3.96
18.76	8.46	-0.18	10.62
18.812	9.9	-0.54	15.48
18.868	9.36	-0.72	18.18
18.922	7.02	-0.9	17.64
18.975	3.42	-0.9	14.22
19.027	-0.9	-0.9	8.46
19.082	-5.22	-0.72	1.08
19.137	-8.46	-0.72	-6.48
19.196	-10.08	-0.54	-13.14
19.253	-9.36	-0.36	-17.46
19.313	-6.48	-0.36	-18.36
19.373	-2.16	-0.36	-15.48
19.433	2.7	-0.36	-9.9
19.49	6.66	-0.36	-2.34
19.549	9.36	-0.36	5.58
19.604	9.9	-0.18	12.06
19.658	8.46	0	16.38
19.71	5.58	0.18	18.18
19.765	1.44	0.36	17.1
19.818	-2.52	0.54	13.32
19.87	-6.3	0.72	7.38
19.924	-8.64	0.72	0.36
19.976	-9.54	0.54	-7.02
20.032	-8.28	0.36	-13.32
20.089	-5.4	0	-17.28
20.144	-1.26	-0.36	-18.18
20.206	3.42	-0.9	-15.48
20.263	7.02	-1.26	-9.9
20.321	9.18	-1.44	-2.88
20.375	9.18	-1.44	4.86
20.432	7.2	-1.44	11.7
20.486	3.96	-1.26	16.02
20.54	-0.18	-0.9	18
20.596	-4.5	-0.36	16.56
20.654	-7.74	0	12.6
20.707	-9.36	0.36	6.3
20.762	-9.18	0.54	-0.9
20.818	-7.02	0.72	-8.28
20.873	-3.42	0.72	-14.22
20.931	1.08	0.72	-17.46
20.984	5.04	0.54	-17.82
21.039	8.28	0.36	-15.48
21.09	9.72	0.18	-10.44
21.144	9.54	-0.18	-3.6
21.199	7.38	-0.18	3.78
21.251	3.96	-0.36	10.26
21.304	-0.18	-0.54	15.3
21.36	-4.5	-0.54	17.82
21.416	-7.92	-0.72	17.1
21.472	-9.72	-0.72	13.32
21.53	-9.54	-0.72	7.02
21.585	-7.2	-0.72	-0.36
21.644	-3.42	-0.9	-8.1
