#﻿MIN=0	-90	-90	-90
#MAX=113.137084989848	90	90	90
#SCALE=113.137084989848	45	45	45
#DEC=2	1	1	1
#DEF="Tiempo" t / s	"Angulo" &a_A1 / °	"Angulo" &a_B1 / °	"Angulo" &a_A1 / °
44.144	2.88	-0.36	-0.18
44.199	0.54	-0.54	-0.36
44.254	-1.98	-0.72	-0.72
44.311	-4.14	-0.72	-0.72
44.37	-5.4	-0.72	-0.9
44.429	-5.58	-0.72	-0.72
44.489	-4.32	-0.72	-0.36
44.547	-2.16	-0.72	0
44.605	0.54	-0.54	0.18
44.658	2.7	-0.36	0.36
44.709	4.5	0	0.54
44.76	5.4	0.18	0.54
44.81	5.58	0.36	0.54
44.863	4.68	0.72	0.36
44.912	3.06	0.9	0.18
44.963	0.9	1.08	0
45.011	-1.08	1.08	-0.18
45.067	-3.24	1.08	-0.36
45.121	-4.5	0.9	-0.36
45.177	-4.86	0.72	-0.36
45.233	-4.14	0.36	-0.18
45.288	-2.52	0	-0.18
45.344	-0.36	-0.54	0.18
45.399	1.8	-0.9	0.18
45.453	3.6	-1.08	0.18
45.505	4.68	-1.26	0.18
45.559	4.86	-1.26	0.18
45.612	4.14	-1.26	0
45.664	2.52	-1.08	-0.18
45.719	0.36	-0.72	-0.36
45.776	-1.98	-0.36	-0.54
45.833	-3.78	0.18	-0.54
45.888	-4.86	0.36	-0.54
45.941	-4.86	0.72	-0.36
45.997	-3.78	0.9	0
46.05	-2.16	0.9	0.18
46.101	0	0.9	0.36
46.148	1.98	0.9	0.54
46.2	3.96	0.72	0.72
46.251	5.22	0.54	0.72
46.301	5.58	0.36	0.54
46.351	5.04	0.18	0.36
46.401	3.6	0	0
46.452	1.8	-0.18	-0.18
46.508	-0.72	-0.36	-0.54
46.566	-3.06	-0.54	-0.72
46.623	-4.68	-0.54	-0.72
46.681	-5.4	-0.72	-0.72
46.742	-4.68	-0.9	-0.54
46.799	-3.06	-0.9	-0.18
46.859	-0.72	-0.9	0
46.915	1.8	-0.72	0.18
46.965	3.6	-0.54	0.36
47.019	4.86	-0.36	0.36
47.07	5.22	0	0.36
47.122	4.68	0.36	0.36
47.173	3.42	0.54	0.18
47.223	1.44	0.9	0
47.271	-0.36	1.08	-0.18
47.329	-2.52	1.08	-0.18
47.384	-3.96	1.26	-0.36
47.44	-4.5	1.08	-0.36
47.496	-4.14	0.72	-0.18
47.552	-2.7	0.54	0
47.604	-0.9	0	0.18
47.657	1.26	-0.36	0.18
47.71	3.06	-0.72	0.36
47.763	4.32	-0.9	0.18
47.818	4.68	-1.08	0.18
47.874	4.32	-1.26	0
47.927	2.88	-1.08	-0.18
47.983	0.9	-0.9	-0.36
48.039	-1.44	-0.72	-0.54
48.098	-3.42	-0.36	-0.54
48.156	-4.68	0	-0.54
48.213	-4.86	0.36	-0.36
48.272	-3.78	0.54	-0.18
48.33	-1.98	0.72	0.18
48.383	0.18	0.72	0.36
48.432	2.16	0.72	0.54
48.483	3.96	0.72	0.54
48.532	5.04	0.72	0.54
48.581	5.4	0.72	0.54
48.633	4.86	0.54	0.36
48.684	3.42	0.36	0.18
48.735	1.62	0.36	0
48.785	-0.54	0.18	-0.36
48.841	-2.7	0	-0.54
48.898	-4.32	-0.36	-0.54
48.956	-5.04	-0.54	-0.54
49.017	-4.5	-0.72	-0.54
49.076	-2.88	-0.9	-0.18
49.134	-0.72	-0.9	0
49.189	1.44	-0.9	0.18
49.242	3.24	-0.9	0.18
49.294	4.32	-0.72	0.36
49.349	4.86	-0.36	0.36
49.404	4.14	0	0.18
49.456	2.88	0.18	0
49.506	1.08	0.54	0
49.557	-0.72	0.9	-0.18
49.615	-2.7	1.08	-0.18
49.671	-3.96	1.26	-0.18
49.73	-4.32	1.26	-0.18
49.787	-3.6	0.9	0
49.839	-2.16	0.72	0.18
49.893	-0.18	0.36	0.18
49.949	1.8	0	0.36
49.999	3.42	-0.36	0.36
50.052	4.32	-0.72	0.36
50.105	4.68	-0.9	0.18
50.158	3.96	-1.08	0
50.211	2.52	-1.08	-0.18
50.269	0.36	-1.08	-0.36
50.325	-1.8	-0.9	-0.54
50.385	-3.6	-0.54	-0.54
50.443	-4.68	-0.36	-0.54
50.502	-4.5	0	-0.36
50.558	-3.6	0.18	-0.18
50.615	-1.62	0.36	0.18
50.668	0.36	0.54	0.36
50.719	2.34	0.54	0.54
50.772	4.14	0.72	0.54
50.821	4.86	0.72	0.54
50.875	5.04	0.72	0.54
50.925	4.32	0.72	0.36
50.977	2.88	0.72	0.18
51.029	0.9	0.54	0
51.079	-1.08	0.36	-0.36
51.136	-3.06	0.18	-0.36
51.191	-4.32	0	-0.54
51.245	-4.5	-0.18	-0.54
51.303	-3.96	-0.54	-0.36
51.362	-2.34	-0.9	-0.18
51.424	-0.18	-1.08	0
51.482	1.98	-1.08	0.18
51.534	3.42	-1.08	0.18
51.586	4.32	-0.9	0.18
51.64	4.32	-0.72	0.18
51.692	3.6	-0.36	0
51.745	2.16	0	0
51.796	0.54	0.36	-0.18
51.849	-1.44	0.72	-0.18
51.906	-3.06	0.9	-0.18
51.961	-3.96	1.08	-0.18
52.017	-3.96	1.08	-0.18
52.071	-3.06	1.08	0
52.123	-1.62	0.9	0.18
52.176	0.18	0.72	0.36
52.225	1.98	0.36	0.36
52.279	3.42	0	0.36
52.329	4.32	-0.18	0.36
52.382	4.5	-0.54	0.18
52.434	3.78	-0.72	0
52.486	2.52	-0.9	-0.18
52.542	0.54	-0.9	-0.36
52.596	-1.44	-0.9	-0.54
52.655	-3.42	-0.72	-0.54
52.714	-4.5	-0.72	-0.54
52.773	-4.5	-0.36	-0.36
52.833	-3.6	-0.18	-0.18
52.892	-1.62	0	0
52.945	0.36	0.18	0.18
52.996	2.16	0.36	0.36
53.047	3.78	0.36	0.54
53.098	4.68	0.54	0.54
53.148	4.86	0.72	0.54
53.2	4.14	0.72	0.36
53.25	2.88	0.72	0.18
53.3	1.26	0.72	0
53.351	-0.72	0.72	-0.18
53.407	-2.7	0.54	-0.36
53.462	-3.78	0.36	-0.36
53.515	-4.32	0.18	-0.36
53.57	-3.78	-0.18	-0.36
53.627	-2.52	-0.54	-0.18
53.687	-0.54	-0.9	0
53.744	1.44	-1.08	0
53.796	2.88	-1.08	0.18
53.847	3.96	-1.08	0.18
53.9	4.14	-1.08	0
53.953	3.6	-0.9	0
54.005	2.34	-0.54	-0.18
54.06	0.72	-0.18	-0.18
54.117	-1.26	0.18	-0.36
54.172	-2.88	0.54	-0.36
54.226	-3.78	0.72	-0.18
54.281	-3.96	1.08	-0.18
54.335	-3.24	1.08	0
54.388	-1.8	1.08	0.18
54.438	-0.18	0.9	0.36
54.49	1.62	0.72	0.36
54.541	3.24	0.54	0.36
54.592	4.14	0.18	0.36
54.642	4.5	0	0.36
54.695	4.14	-0.18	0.18
54.748	2.88	-0.36	-0.18
54.804	0.9	-0.54	-0.36
54.86	-0.9	-0.72	-0.54
54.918	-2.88	-0.72	-0.54
54.977	-4.14	-0.72	-0.54
55.036	-4.5	-0.72	-0.54
55.097	-3.78	-0.54	-0.36
55.156	-2.16	-0.54	0
55.211	-0.18	-0.36	0.18
55.265	1.8	-0.18	0.36
55.318	3.42	0	0.36
55.368	4.32	0.18	0.36
55.419	4.5	0.36	0.36
55.469	4.14	0.54	0.36
55.521	2.88	0.72	0.18
55.572	1.26	0.9	0
55.623	-0.54	0.9	-0.18
55.68	-2.34	0.9	-0.18
55.736	-3.6	0.72	-0.18
55.791	-3.96	0.54	-0.18
55.845	-3.6	0.18	-0.18
55.903	-2.16	-0.18	0
55.959	-0.54	-0.54	0
56.015	1.26	-0.72	0.18
56.068	2.88	-1.08	0.18
56.123	3.78	-1.08	0.18
56.175	3.96	-1.08	0
56.228	3.42	-1.08	0
56.279	2.16	-0.9	-0.18
56.336	0.54	-0.54	-0.36
56.391	-1.44	-0.18	-0.36
56.452	-2.88	0.18	-0.36
56.507	-3.78	0.54	-0.36
56.563	-3.78	0.72	-0.18
56.62	-2.88	0.9	0
56.673	-1.44	0.9	0.18
56.728	0.36	0.9	0.36
56.778	1.98	0.72	0.54
56.829	3.42	0.72	0.54
56.88	4.32	0.54	0.36
56.932	4.5	0.36	0.36
56.985	3.78	0	0.18
57.037	2.52	-0.18	0
57.093	0.54	-0.36	-0.36
57.151	-1.44	-0.36	-0.54
57.21	-3.24	-0.54	-0.54
57.269	-4.14	-0.72	-0.54
57.33	-4.14	-0.72	-0.36
57.39	-3.24	-0.72	-0.18
57.449	-1.44	-0.72	0
57.504	0.54	-0.54	0.18
57.558	2.16	-0.36	0.18
57.613	3.6	-0.18	0.36
57.669	4.32	0	0.36
57.72	4.14	0.36	0.18
57.773	3.24	0.54	0.18
57.823	1.8	0.72	0
57.876	0.18	0.9	0
57.927	-1.44	1.08	-0.18
57.985	-2.88	1.08	-0.18
58.041	-3.6	0.9	-0.18
58.097	-3.42	0.72	-0.18
58.151	-2.52	0.36	0
58.205	-1.26	0	0
58.255	0.36	-0.18	0.18
58.308	1.98	-0.54	0.18
58.36	3.24	-0.9	0.18
58.412	3.78	-0.9	0
58.465	3.78	-1.08	0
58.519	2.88	-1.08	-0.18
58.572	1.44	-0.9	-0.36
58.628	-0.18	-0.72	-0.36
58.686	-1.98	-0.36	-0.36
58.745	-3.42	0	-0.36
58.8	-3.78	0.18	-0.36
58.856	-3.6	0.36	-0.18
58.911	-2.52	0.54	0
58.965	-0.9	0.72	0.18
59.019	0.9	0.72	0.36
59.068	2.52	0.72	0.54
59.118	3.6	0.72	0.54
59.165	4.32	0.54	0.54
59.215	4.32	0.54	0.36
59.267	3.6	0.36	0.18
59.317	2.34	0.18	0
59.368	0.72	0.18	-0.18
59.421	-1.08	0	-0.36
59.475	-2.7	-0.18	-0.54
59.533	-3.78	-0.54	-0.54
59.593	-4.14	-0.54	-0.36
59.65	-3.24	-0.72	-0.36
59.71	-1.8	-0.9	-0.18
59.769	0	-0.9	0
59.821	1.8	-0.72	0.18
59.876	3.06	-0.72	0.18
59.929	3.78	-0.36	0.18
59.982	3.96	-0.18	0.18
60.035	3.24	0.18	0.18
60.086	1.98	0.36	0
60.138	0.36	0.72	0
60.188	-1.08	0.9	-0.18
60.245	-2.52	1.08	-0.18
60.302	-3.24	1.08	-0.18
60.358	-3.42	0.9	0
60.409	-2.7	0.72	0
60.46	-1.44	0.54	0.18
60.514	0	0.18	0.18
60.564	1.62	-0.18	0.18
60.618	2.88	-0.36	0.18
60.669	3.6	-0.72	0.18
60.72	3.78	-0.9	0
60.773	3.06	-0.9	-0.18
60.827	1.98	-0.9	-0.36
60.881	0.36	-0.9	-0.36
60.937	-1.44	-0.72	-0.54
60.998	-3.06	-0.54	-0.54
61.056	-3.78	-0.18	-0.36
61.114	-3.78	0	-0.18
61.17	-2.88	0.18	0
61.22	-1.44	0.36	0.18
61.273	0.18	0.54	0.36
61.324	1.98	0.54	0.36
61.376	3.24	0.54	0.54
61.426	4.14	0.72	0.54
61.477	4.32	0.72	0.36
61.528	3.78	0.72	0.36
61.579	2.7	0.54	0.18
61.63	1.08	0.54	0
61.681	-0.54	0.36	-0.18
61.736	-2.16	0.18	-0.36
61.793	-3.42	0	-0.36
61.849	-3.78	-0.36	-0.36
61.91	-3.42	-0.54	-0.36
61.969	-2.16	-0.72	-0.18
62.028	-0.36	-0.9	0
62.083	1.26	-0.9	0
62.134	2.52	-0.9	0.18
62.187	3.42	-0.72	0.18
62.24	3.6	-0.54	0.18
62.293	3.24	-0.36	0
62.344	2.16	0	0
62.395	0.72	0.36	-0.18
62.448	-0.72	0.54	-0.18
62.504	-2.16	0.9	-0.18
62.559	-3.06	0.9	-0.18
62.615	-3.24	1.08	0
62.668	-2.7	0.9	0
62.719	-1.62	0.9	0.18
62.771	-0.18	0.54	0.18
62.823	1.26	0.36	0.36
62.872	2.52	0.18	0.36
62.922	3.42	-0.18	0.18
62.976	3.78	-0.36	0.18
63.028	3.42	-0.54	0
63.081	2.34	-0.72	-0.18
63.135	0.9	-0.72	-0.36
63.19	-0.72	-0.9	-0.36
63.249	-2.34	-0.72	-0.54
63.308	-3.42	-0.54	-0.54
63.366	-3.78	-0.36	-0.36
63.425	-3.06	-0.18	-0.18
63.487	-1.8	0	0
63.538	-0.18	0.18	0.18
63.591	1.44	0.18	0.36
63.643	2.88	0.36	0.36
63.694	3.78	0.54	0.36
63.744	4.14	0.54	0.36
63.795	3.6	0.72	0.36
63.845	2.7	0.72	0.18
63.898	1.26	0.72	0
63.952	-0.36	0.72	-0.18
64.008	-1.98	0.54	-0.18
64.065	-3.06	0.36	-0.36
64.121	-3.42	0	-0.36
64.179	-3.06	-0.18	-0.18
64.241	-1.98	-0.54	-0.18
64.3	-0.36	-0.72	0
64.357	1.26	-0.9	0
64.415	2.7	-0.9	0
64.469	3.42	-0.9	0
64.52	3.42	-0.9	0
64.576	2.7	-0.54	0
64.63	1.62	-0.36	-0.18
64.685	0.18	0	-0.18
64.739	-1.26	0.36	-0.18
64.796	-2.52	0.54	-0.18
64.854	-3.06	0.9	-0.18
64.911	-3.06	0.9	0
64.966	-2.16	0.9	0.18
65.02	-0.9	0.9	0.18
65.073	0.72	0.72	0.36
65.123	1.98	0.54	0.36
65.175	3.06	0.36	0.36
65.228	3.6	0	0.18
65.278	3.6	-0.18	0.18
65.334	2.88	-0.36	0
65.387	1.44	-0.54	-0.18
65.445	-0.18	-0.72	-0.36
65.504	-1.8	-0.72	-0.54
65.563	-3.06	-0.72	-0.54
65.623	-3.6	-0.72	-0.36
65.682	-3.42	-0.54	-0.36
65.741	-2.34	-0.36	0
65.795	-0.72	-0.36	0
65.851	0.9	-0.18	0.18
65.904	2.34	0	0.36
65.953	3.42	0.18	0.36
66.004	3.78	0.36	0.36
66.055	3.6	0.54	0.18
66.104	2.88	0.72	0.18
66.154	1.62	0.72	0
66.205	0.36	0.72	0
66.254	-1.08	0.72	-0.18
66.309	-2.34	0.72	-0.18
66.366	-3.06	0.54	-0.18
66.423	-3.06	0.18	-0.18
66.48	-2.34	0	0
66.536	-1.26	-0.36	0
66.594	0.36	-0.54	0
66.648	1.8	-0.9	0
66.701	2.7	-0.9	0
66.756	3.24	-0.9	0
66.809	3.06	-0.9	0
66.862	2.34	-0.72	-0.18
66.916	1.08	-0.54	-0.18
66.971	-0.36	-0.18	-0.36
67.03	-1.8	0.18	-0.36
67.086	-2.88	0.36	-0.18
67.141	-3.06	0.54	-0.18
67.196	-2.88	0.72	0
67.25	-1.8	0.72	0.18
67.302	-0.54	0.72	0.36
67.354	0.9	0.72	0.36
67.403	2.16	0.72	0.36
67.452	3.24	0.54	0.36
67.502	3.6	0.36	0.36
67.552	3.6	0.18	0.18
67.603	2.88	0	0
67.655	1.62	-0.18	-0.18
67.712	0.18	-0.36	-0.36
67.768	-1.44	-0.54	-0.36
67.826	-2.88	-0.54	-0.54
67.883	-3.42	-0.54	-0.36
67.945	-3.42	-0.72	-0.36
68.004	-2.34	-0.72	-0.18
68.064	-0.9	-0.54	0
68.119	0.72	-0.54	0.18
68.171	1.98	-0.36	0.18
68.223	3.06	-0.18	0.18
68.276	3.6	0	0.18
68.324	3.42	0.36	0.18
68.374	2.88	0.54	0.18
68.423	1.8	0.72	0
68.473	0.36	0.72	0
68.521	-0.9	0.9	-0.18
68.576	-2.16	0.9	-0.18
68.633	-2.88	0.72	-0.18
68.688	-2.88	0.54	0
68.74	-2.34	0.36	0
68.792	-1.44	0.18	0
68.843	-0.18	-0.18	0.18
68.899	1.26	-0.54	0.18
68.95	2.34	-0.72	0.18
69.003	3.06	-0.9	0
69.054	3.06	-0.9	0
69.109	2.52	-0.9	-0.18
69.169	1.44	-0.9	-0.36
69.225	0	-0.72	-0.36
69.281	-1.44	-0.36	-0.36
69.342	-2.52	0	-0.36
69.396	-3.06	0.18	-0.18
69.45	-3.06	0.36	-0.18
69.505	-2.16	0.54	0
69.556	-1.08	0.72	0.18
69.609	0.36	0.72	0.36
69.66	1.8	0.72	0.36
69.71	2.88	0.72	0.36
69.76	3.42	0.54	0.36
69.81	3.6	0.54	0.36
69.861	3.06	0.36	0.18
69.914	2.16	0.18	0
69.964	0.72	0	-0.18
70.017	-0.72	-0.18	-0.36
70.078	-2.16	-0.18	-0.36
70.137	-3.06	-0.36	-0.36
70.194	-3.42	-0.54	-0.36
70.252	-2.88	-0.72	-0.18
70.31	-1.62	-0.72	-0.18
70.368	0	-0.72	0
70.42	1.26	-0.72	0.18
70.47	2.34	-0.54	0.18
70.523	3.06	-0.36	0.18
70.574	3.24	-0.18	0.18
70.626	2.88	0.18	0.18
70.677	1.98	0.36	0
70.73	0.72	0.54	0
70.78	-0.54	0.72	-0.18
70.835	-1.8	0.9	-0.18
70.891	-2.52	0.9	-0.18
70.946	-2.7	0.9	0
70.997	-2.34	0.72	0
71.049	-1.44	0.54	0.18
71.1	-0.36	0.18	0.18
71.154	0.9	0	0.18
71.203	1.98	-0.36	0.18
71.259	2.88	-0.54	0.18
71.311	3.06	-0.72	0
71.365	2.7	-0.9	0
71.415	1.98	-0.9	-0.18
71.472	0.54	-0.9	-0.36
71.53	-0.9	-0.72	-0.36
71.59	-2.16	-0.54	-0.36
71.647	-2.88	-0.18	-0.36
71.704	-3.06	0	-0.18
71.759	-2.52	0.18	0
71.812	-1.44	0.36	0.18
71.865	-0.18	0.54	0.18
71.917	1.44	0.54	0.36
71.971	2.52	0.54	0.36
72.021	3.24	0.54	0.36
72.072	3.6	0.54	0.36
72.124	3.24	0.54	0.18
72.175	2.34	0.54	0
72.225	1.26	0.36	0
72.273	-0.18	0.36	-0.18
72.327	-1.62	0.18	-0.36
72.383	-2.52	0	-0.36
72.44	-3.06	-0.18	-0.36
72.499	-2.88	-0.54	-0.18
72.558	-1.98	-0.72	-0.18
72.617	-0.72	-0.72	0
72.673	0.72	-0.9	0
72.725	1.98	-0.9	0.18
72.778	2.7	-0.72	0.18
72.829	3.06	-0.54	0.18
72.882	2.88	-0.36	0
72.934	1.98	0	0
72.982	0.9	0.18	-0.18
73.038	-0.18	0.54	-0.18
73.095	-1.44	0.72	-0.18
73.153	-2.34	0.9	-0.18
73.207	-2.7	0.9	0
73.26	-2.34	0.9	0
73.311	-1.62	0.72	0.18
73.363	-0.36	0.54	0.18
73.416	0.9	0.36	0.18
73.468	1.98	0	0.18
73.518	2.7	-0.18	0.18
73.572	3.06	-0.36	0.18
73.624	2.88	-0.54	0
73.676	2.16	-0.72	-0.18
73.731	0.9	-0.72	-0.36
73.788	-0.54	-0.72	-0.36
73.846	-1.98	-0.72	-0.54
73.905	-2.88	-0.54	-0.36
73.961	-3.06	-0.36	-0.36
74.021	-2.7	-0.18	-0.18
74.078	-1.62	0	0
74.133	-0.18	0.18	0.18
74.187	1.26	0.36	0.36
74.238	2.34	0.36	0.36
74.289	3.06	0.54	0.36
74.342	3.42	0.54	0.36
74.393	3.06	0.54	0.18
74.443	2.34	0.54	0.18
74.492	1.26	0.54	0
74.542	0	0.54	-0.18
74.596	-1.26	0.36	-0.18
74.653	-2.34	0.36	-0.18
74.706	-2.88	0	-0.36
74.762	-2.7	-0.18	-0.18
74.821	-1.98	-0.36	-0.18
74.88	-0.72	-0.72	0
74.936	0.54	-0.72	0
74.99	1.62	-0.9	0
75.042	2.52	-0.9	0
75.094	2.88	-0.72	0
75.145	2.7	-0.54	0
75.199	1.98	-0.36	-0.18
75.254	0.9	-0.18	-0.18
75.309	-0.36	0.18	-0.18
75.368	-1.62	0.54	-0.18
75.424	-2.34	0.72	-0.18
75.481	-2.52	0.72	0
75.533	-2.16	0.9	0
75.587	-1.26	0.9	0.18
75.643	-0.18	0.72	0.18
75.696	1.08	0.54	0.36
75.748	2.16	0.36	0.36
75.798	2.88	0.18	0.18
75.847	3.06	0	0.18
75.898	2.88	-0.18	0
75.951	1.98	-0.36	-0.18
76.005	0.9	-0.54	-0.18
76.06	-0.54	-0.54	-0.36
76.118	-1.8	-0.72	-0.36
76.176	-2.7	-0.72	-0.36
76.232	-3.06	-0.54	-0.36
76.29	-2.7	-0.54	-0.18
76.349	-1.62	-0.36	0
76.405	-0.36	-0.18	0.18
76.462	1.08	0	0.18
76.512	2.16	0.18	0.36
76.562	2.88	0.36	0.36
76.612	3.24	0.36	0.36
76.663	3.06	0.54	0.18
76.712	2.34	0.54	0.18
76.762	1.26	0.72	0
76.813	0	0.72	0
76.863	-1.08	0.72	-0.18
76.921	-2.16	0.54	-0.18
76.977	-2.52	0.36	-0.18
77.03	-2.52	0.18	-0.18
77.084	-1.98	-0.18	0
77.138	-0.9	-0.36	0
77.192	0.18	-0.54	0
77.246	1.44	-0.72	0
77.3	2.16	-0.9	0
77.351	2.7	-0.9	0
77.403	2.52	-0.9	0
77.455	1.98	-0.72	-0.18
77.511	0.9	-0.54	-0.18
77.566	-0.18	-0.18	-0.18
77.626	-1.44	0.18	-0.18
77.682	-2.16	0.36	-0.18
77.738	-2.52	0.54	-0.18
77.794	-2.34	0.72	0
77.846	-1.44	0.72	0.18
77.901	-0.36	0.72	0.18
77.954	0.9	0.72	0.36
78.006	1.98	0.54	0.36
78.057	2.7	0.36	0.36
78.108	3.06	0.36	0.18
78.159	2.88	0.18	0.18
78.21	2.34	0	0
78.261	1.26	-0.18	-0.18
78.318	0	-0.36	-0.36
78.374	-1.44	-0.54	-0.36
78.432	-2.34	-0.54	-0.36
78.491	-2.88	-0.54	-0.36
78.549	-2.7	-0.54	-0.36
78.609	-1.8	-0.54	-0.18
78.67	-0.54	-0.54	0
78.727	0.72	-0.36	0.18
78.779	1.98	-0.18	0.18
78.831	2.7	0	0.18
78.882	2.88	0.18	0.18
78.931	2.88	0.36	0.18
78.982	2.16	0.54	0.18
79.033	1.26	0.72	0
79.086	0	0.72	0
79.136	-0.9	0.72	-0.18
79.194	-1.98	0.72	-0.18
79.249	-2.34	0.54	-0.18
79.304	-2.34	0.36	0
79.356	-1.62	0.18	0
79.411	-0.72	0	0
79.464	0.36	-0.36	0
79.517	1.44	-0.54	0
79.571	2.16	-0.72	0
79.624	2.52	-0.9	0
79.678	2.34	-0.9	0
79.73	1.8	-0.9	-0.18
79.786	0.72	-0.72	-0.18
79.842	-0.36	-0.36	-0.36
79.901	-1.62	-0.18	-0.36
79.96	-2.34	0	-0.18
80.015	-2.52	0.36	-0.18
80.073	-2.16	0.36	0
80.124	-1.44	0.54	0.18
80.177	-0.18	0.54	0.18
80.23	0.9	0.54	0.36
80.281	1.98	0.54	0.36
80.331	2.7	0.54	0.36
80.381	3.06	0.54	0.36
80.436	2.88	0.36	0.18
80.488	2.16	0.18	0
80.537	1.26	0.18	0
80.587	0	0	-0.18
80.638	-1.08	-0.18	-0.36
80.698	-2.16	-0.36	-0.36
80.757	-2.7	-0.54	-0.36
80.816	-2.52	-0.54	-0.36
80.876	-1.8	-0.72	-0.18
80.935	-0.72	-0.72	0
80.993	0.54	-0.54	0
81.048	1.62	-0.54	0.18
81.101	2.52	-0.36	0.18
81.155	2.7	-0.18	0.18
81.208	2.52	0	0.18
81.261	1.8	0.36	0
81.312	0.9	0.54	0
81.363	-0.18	0.72	0
81.415	-1.08	0.72	0
81.467	-1.8	0.72	0
81.518	-2.16	0.72	0
81.571	-2.16	0.72	0
81.623	-1.62	0.54	0
81.676	-0.72	0.18	0.18
81.731	0.54	0	0.18
81.781	1.44	-0.18	0.18
81.836	2.16	-0.36	0.18
81.887	2.52	-0.54	0
81.941	2.34	-0.72	0
81.994	1.8	-0.72	-0.18
82.052	0.72	-0.72	-0.36
82.11	-0.36	-0.72	-0.36
82.171	-1.62	-0.36	-0.36
82.23	-2.34	-0.18	-0.36
82.291	-2.52	0	-0.18
82.347	-2.16	0.18	0
82.4	-1.26	0.36	0
82.456	-0.18	0.36	0.18
82.512	1.08	0.54	0.36
82.562	1.98	0.54	0.36
82.614	2.7	0.54	0.36
82.666	2.88	0.54	0.36
82.718	2.7	0.54	0.18
82.769	1.98	0.54	0
82.82	0.9	0.36	0
82.871	-0.18	0.18	-0.18
82.93	-1.44	0	-0.18
82.987	-2.16	-0.18	-0.36
83.046	-2.52	-0.36	-0.36
83.106	-2.34	-0.54	-0.18
83.165	-1.44	-0.54	-0.18
83.225	-0.18	-0.72	0
83.281	0.9	-0.72	0
83.334	1.8	-0.72	0
83.39	2.34	-0.54	0
83.445	2.52	-0.36	0
83.499	2.16	-0.18	0
83.554	1.26	0.18	0
83.606	0.36	0.36	0
83.658	-0.72	0.54	-0.18
83.719	-1.62	0.72	-0.18
83.776	-1.98	0.72	0
83.83	-1.98	0.72	0
83.883	-1.44	0.72	0.18
83.936	-0.72	0.54	0.18
83.991	0.36	0.36	0.18
84.041	1.26	0.18	0.18
84.092	1.98	0	0.18
84.143	2.52	-0.36	0.18
84.2	2.52	-0.54	0
84.257	1.98	-0.54	-0.18
84.313	0.9	-0.72	-0.18
84.368	-0.18	-0.72	-0.36
84.428	-1.26	-0.54	-0.36
84.487	-2.16	-0.54	-0.36
84.547	-2.52	-0.36	-0.36
84.604	-2.16	-0.18	-0.18
84.661	-1.44	0	0
84.714	-0.36	0.18	0.18
84.767	0.72	0.18	0.18
84.816	1.62	0.36	0.18
84.864	2.34	0.36	0.36
84.917	2.7	0.54	0.36
84.968	2.7	0.54	0.18
85.019	2.16	0.54	0.18
85.071	1.44	0.54	0
85.121	0.36	0.54	0
85.171	-0.72	0.36	-0.18
85.227	-1.62	0.18	-0.18
85.285	-2.16	0	-0.18
85.342	-2.34	-0.18	-0.18
85.401	-1.8	-0.36	-0.18
85.46	-0.9	-0.54	0
85.517	0.18	-0.72	0
85.571	1.26	-0.72	0
85.624	1.98	-0.72	0
85.679	2.34	-0.72	0
85.733	2.16	-0.54	0
85.787	1.62	-0.36	0
85.841	0.9	0	-0.18
85.893	-0.18	0.18	-0.18
85.949	-1.08	0.36	-0.18
86.004	-1.8	0.54	-0.18
86.062	-1.98	0.72	0
86.114	-1.8	0.72	0
86.169	-1.26	0.72	0.18
86.221	-0.36	0.72	0.18
86.275	0.72	0.54	0.18
86.327	1.62	0.36	0.18
86.38	2.16	0.18	0.18
86.431	2.52	0	0.18
86.482	2.34	-0.18	0
86.536	1.8	-0.36	-0.18
86.594	0.72	-0.54	-0.18
86.65	-0.36	-0.54	-0.36
86.71	-1.44	-0.54	-0.36
86.77	-2.16	-0.54	-0.36
86.829	-2.34	-0.54	-0.36
86.888	-2.16	-0.36	-0.18
86.949	-1.26	-0.18	0
87.004	-0.18	-0.18	0.18
87.06	1.08	0	0.18
87.111	1.98	0.18	0.18
87.162	2.52	0.36	0.18
87.216	2.7	0.36	0.18
87.268	2.34	0.54	0.18
87.321	1.62	0.54	0
87.371	0.72	0.54	0
87.421	-0.18	0.54	0
87.474	-1.08	0.54	-0.18
87.53	-1.8	0.36	-0.18
87.585	-2.16	0.18	-0.18
87.642	-1.8	0	0
87.696	-1.26	-0.18	0
87.753	-0.36	-0.36	0
87.81	0.72	-0.54	0
87.863	1.44	-0.72	0
87.918	1.98	-0.72	0
87.973	2.16	-0.72	0
88.026	1.8	-0.72	-0.18
88.083	1.08	-0.54	-0.18
88.139	0.18	-0.18	-0.18
88.197	-0.72	0	-0.18
88.252	-1.62	0.18	-0.18
88.309	-1.98	0.36	0
88.362	-1.98	0.54	0
88.415	-1.44	0.72	0.18
88.468	-0.72	0.72	0.18
88.522	0.36	0.72	0.18
88.572	1.26	0.54	0.36
88.623	1.98	0.54	0.36
88.674	2.34	0.36	0.18
88.724	2.52	0.18	0.18
88.776	2.16	0	0
88.826	1.44	-0.18	-0.18
88.883	0.54	-0.18	-0.18
88.939	-0.72	-0.36	-0.36
88.999	-1.62	-0.54	-0.36
89.058	-2.16	-0.54	-0.36
89.118	-2.34	-0.54	-0.18
89.178	-1.8	-0.54	-0.18
